event_id,japones,en_final,estado
10010013,スカウトキャラ配置,,pending
10010014,%s\nが%2F仲間になった！,,pending
10010014,D%1F彼なら\n%3F正門前グラウンドの%1F近くに\n%1F呼んでいるわ。,,pending
10010014,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010014,もしもし？\n%2F円堂くん？,,pending
10010014,T%2F雷門サッカー%1F部に\nさそわれたから%1F来てやったぞ。\nさあ　%1F入れてくれ。,,pending
10010014,(スカウトイベントの中でMobilephone,,pending
10010014,スカウトキャラ配置,,pending
10010015,%s\nが%2F仲間になった！,,pending
10010015,<%1F彼なら\nテニスコートの%1F近くに\n%1F呼んでいるわ。,,pending
10010015,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010015,もしもし？\n%2F円堂くん？,,pending
10010015,`ちゃんと　ここまで%1F来てやったぞ。\nさあ　オレを%2F雷門サッカー%1F部に\n%1F入れてくれよ！,,pending
10010015,(スカウトイベントの中でMobilephone,,pending
10010015,スカウトキャラ配置,,pending
10010016,%s\nが%2F仲間になった！,,pending
10010016,<%1F彼なら\nテニスコートの%1F近くに\n%1F呼んでいるわ。,,pending
10010016,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010016,もしもし？\n%2F円堂くん？,,pending
10010016,スカウトキャラ配置,,pending
10010016,(スカウトイベントの中でMobilephone,,pending
10010016,Hオレがここにいるってことは\nどういうことか\nわかっているんだろう？,,pending
10010017,%s\nが%2F仲間になった！,,pending
10010017,<%1F彼なら\nテニスコートの%1F近くに\n%1F呼んでいるわ。,,pending
10010017,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010017,もしもし？\n%2F円堂くん？,,pending
10010017,L%2F雷門サッカー%1F部へ%1F入りに%1F来た。\nこれから　よろしくたのむ。,,pending
10010017,(スカウトイベントの中でMobilephone,,pending
10010017,スカウトキャラ配置,,pending
10010018,%s\nが%2F仲間になった！,,pending
10010018,0%1F彼なら\n%3F野球場に　%1F呼んでいるわ。,,pending
10010018,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010018,もしもし？\n%2F円堂くん？,,pending
10010018,\おう　%2F雷門キャプテンさんよ。\nわざわざ　%1F来てやったぜ。\nそれじゃあ　たのむよ。,,pending
10010018,(スカウトイベントの中でMobilephone,,pending
10010018,スカウトキャラ配置,,pending
10010019,%s\nが%2F仲間になった！,,pending
10010019,0%1F彼なら\n%3F野球場に　%1F呼んでいるわ。,,pending
10010019,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010019,(スカウトイベントの中でMobilephone,,pending
10010019,もしもし？\n%2F円堂くん？,,pending
10010019,`やあ　%2F雷門キャプテンさん。\nサッカー%1F部に%1F入りに%1F来たよ。\nこれから　よろしく！,,pending
10010019,スカウトキャラ配置,,pending
10010020,%s\nが%2F仲間になった！,,pending
10010020,8%1F彼なら\n%3F野球場の%1F近くに\n%1F呼んでいるわ。,,pending
10010020,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,,pending
10010020,もしもし？\n%2F円堂くん？,,pending
10010020,`オレを%1F引き%1F抜くとは\nおまえ　%1F見る%1F目があるな。\nさあ　オレを%2F入部させなよ。,,pending
10010020,(スカウトイベントの中でMobilephone,,pending
10010020,スカウトキャラ配置,,pending
10010021,%s\nが%2F仲間になった！,,pending
10010021,8%1F彼なら\n%2F裏門の%1F近くに\n%1F呼んでいるわ。,,pending
10010021,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010021,もしもし？\n%2F円堂くん？,,pending
10010021,Tオレを%1F引き%1F抜く…\nおまえ　%1F見る%1F目ある。\nオレ　%2F入部してやる。,,pending
10010021,(スカウトイベントの中でMobilephone,,pending
10010021,スカウトキャラ配置,,pending
10010022,%s\nが%2F仲間になった！,,pending
10010022,8%1F彼なら\n%2F裏門の%1F近くに\n%1F呼んでいるわ。,,pending
10010022,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010022,もしもし？\n%2F円堂くん？,,pending
10010022,Dまさか　ここに%2F転校するとはな。\nまあ　%2F入部してやるよ。,,pending
10010022,(スカウトイベントの中でMobilephone,,pending
10010022,スカウトキャラ配置,,pending
10010023,%s\nが%2F仲間になった！,,pending
10010023,8%1F彼なら\n%3F駐車場の%1F近くに\n%1F呼んでいるわ。,,pending
10010023,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010023,(スカウトイベントの中でMobilephone,,pending
10010023,もしもし？\n%2F円堂くん？,,pending
10010023,dおい　サッカー%1F部ってここだろ？\nちゃんと　%1F来てやったぜ。\nさあ　オレを%2F入部させな。,,pending
10010023,スカウトキャラ配置,,pending
10010024,%s\nが%2F仲間になった！,,pending
10010024,8%1F彼なら\nプールの%1F近くに\n%1F呼んでいるわ。,,pending
10010024,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010024,もしもし？\n%2F円堂くん？,,pending
10010024,\%1F負けた%2F学校に　%1F入るのはイヤだけど\n%2F今回は　トクベツに\n%1F入ってやるよ。,,pending
10010024,(スカウトイベントの中でMobilephone,,pending
10010024,スカウトキャラ配置,,pending
10010025,%s\nが%2F仲間になった！,,pending
10010025,8%1F彼なら\n%3F焼却炉の%1F近くに\n%1F呼んでいるわ。,,pending
10010025,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010025,(スカウトイベントの中でMobilephone,,pending
10010025,もしもし？\n%2F円堂くん？,,pending
10010025,Pサッカーより%2F大事なことがあるけど\n%2F仕方ない！\n%1F力をかしましょう！,,pending
10010025,スカウトキャラ配置,,pending
10010026,%s\nが%2F仲間になった！,,pending
10010026,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010026,<%1F彼なら\nウサギ%2F小屋の%1F近くに\n%1F呼んでいるわ。,,pending
10010026,(スカウトイベントの中でMobilephone,,pending
10010026,もしもし？\n%2F円堂くん？,,pending
10010026,T%2F転校するのは　めんどくさいけど\nせっかくさそわれたし\n%1F入ってあげようか？,,pending
10010026,スカウトキャラ配置,,pending
10010027,%s\nが%2F仲間になった！,,pending
10010027,4%1F彼なら\nプールサイドに　%1F呼んでいるわ。,,pending
10010027,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010027,もしもし？\n%2F円堂くん？,,pending
10010027,Pオレは%2F優勝したくて%1F来たんだ。\nここなら　%2F優勝させてくれるんだろ？,,pending
10010027,(スカウトイベントの中でMobilephone,,pending
10010027,スカウトキャラ配置,,pending
10010028,%s\nが%2F仲間になった！,,pending
10010028,8%1F彼なら\n%3F体育館の%1F近くに\n%1F呼んでいるわ。,,pending
10010028,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010028,(スカウトイベントの中でMobilephone,,pending
10010028,もしもし？\n%2F円堂くん？,,pending
10010028,Xオレの%1F技は　%1F弱い%2F学校にはいらない。\nだから　%2F雷門に%1F入ってやるよ。,,pending
10010028,スカウトキャラ配置,,pending
10010029,%s\nが%2F仲間になった！,,pending
10010029,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010029,8%1F彼なら\n%3F体育館の%1F近くに\n%1F呼んでいるわ。,,pending
10010029,(スカウトイベントの中でMobilephone,,pending
10010029,もしもし？\n%2F円堂くん？,,pending
10010029,Pオレの%1F強さは　この%1F前%1F見ただろ？\nさあ　オレを%1F引き%1F抜きな！,,pending
10010029,スカウトキャラ配置,,pending
10010030,%s\nが%2F仲間になった！,,pending
10010030,<%1F彼なら\n%4F体育倉庫の%1F近くに\n%1F呼んでいるわ。,,pending
10010030,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010030,もしもし？\n%2F円堂くん？,,pending
10010030,\オレを%1F引き%1F抜きたいのか？\nオレは　%1F前がよく%1F見えないが\nそれでもいいのか？,,pending
10010030,(スカウトイベントの中でMobilephone,,pending
10010030,スカウトキャラ配置,,pending
10010031,%s\nが%2F仲間になった！,,pending
10010031,<%1F彼なら\n%4F体育倉庫の%1F近くに\n%1F呼んでいるわ。,,pending
10010031,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010031,もしもし？\n%2F円堂くん？,,pending
10010031,`オレがこんな%2F学校に%1F来るなんて…\nこうなったら　このチームで\n%2F優勝するしかないな！,,pending
10010031,(スカウトイベントの中でMobilephone,,pending
10010031,スカウトキャラ配置,,pending
10010032,%s\nが%2F仲間になった！,,pending
10010032,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010032,0%1F彼なら\n%3F住宅街に\n%1F呼んでいるわ。,,pending
10010032,(スカウトイベントの中でMobilephone,,pending
10010032,もしもし？\n%2F円堂くん？,,pending
10010032,\%2F試合にも%1F出ていない\nオレを%1F引き%1F抜いてくれるなんて…\nおまえ　いいヤツだな！,,pending
10010032,スカウトキャラ配置,,pending
10010033,%s\nが%2F仲間になった！,,pending
10010033,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010033,0%1F彼なら\n%3F住宅街に\n%1F呼んでいるわ。,,pending
10010033,(スカウトイベントの中でMobilephone,,pending
10010033,もしもし？\n%2F円堂くん？,,pending
10010033,スカウトキャラ配置,,pending
10010033,dおっす！　%1F久しぶり！\n%1F早くこの%1F町のくらしに　なれるように\nがんばるから　よろしくね！,,pending
10010034,%s\nが%2F仲間になった！,,pending
10010034,@%1F彼なら\n%3F商店街のレンガの%2F広場に\n%1F呼んでいるわ。,,pending
10010034,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010034,もしもし？\n%2F円堂くん？,,pending
10010034,\%1F遅いっ！\nオレがほしいなら　さっさと%1F来い！\nそして　さっさと%1F引き%1F抜けよ！,,pending
10010034,(スカウトイベントの中でMobilephone,,pending
10010034,スカウトキャラ配置,,pending
10010035,%s\nが%2F仲間になった！,,pending
10010035,@%1F彼なら\n%3F商店街のレンガの%2F広場に\n%1F呼んでいるわ。,,pending
10010035,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010035,もしもし？\n%2F円堂くん？,,pending
10010035,`オレのこの%1F技…\n%1F次は　おまえたちのために%1F使ってやる。\nさあ　オレを%2F仲間にしろ。,,pending
10010035,(スカウトイベントの中でMobilephone,,pending
10010035,スカウトキャラ配置,,pending
10010036,%s\nが%2F仲間になった！,,pending
10010036,@%1F彼なら\n%3F商店街のレンガの%2F広場に\n%1F呼んでいるわ。,,pending
10010036,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010036,もしもし？\n%2F円堂くん？,,pending
10010036,\オレを%1F引き%1F抜くとは　いい%2F度胸だな。\nその%2F度胸にめんじて\n%1F入ってやるよ。,,pending
10010036,(スカウトイベントの中でMobilephone,,pending
10010036,スカウトキャラ配置,,pending
10010037,%s\nが%2F仲間になった！,,pending
10010037,D%1F彼なら\n%3F商店街アーケードのわき%1F道に\n%1F呼んでいるわ。,,pending
10010037,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010037,もしもし？\n%2F円堂くん？,,pending
10010037,d%1F来るのが%1F遅いっ！\nもう　%1F来ないかと%1F思ったよ…。\nさあ　%1F早く%1F引き%1F抜いて！,,pending
10010037,(スカウトイベントの中でMobilephone,,pending
10010037,スカウトキャラ配置,,pending
10010038,%s\nが%2F仲間になった！,,pending
10010038,D%1F彼なら\n%3F商店街アーケードのわき%1F道に\n%1F呼んでいるわ。,,pending
10010038,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010038,もしもし？\n%2F円堂くん？,,pending
10010038,`ふぅー　やっと%1F来たか。\n%1F待ちくたびれたよ。\nじゃあ　%1F早く%1F引き%1F抜いてくれよ。,,pending
10010038,(スカウトイベントの中でMobilephone,,pending
10010038,スカウトキャラ配置,,pending
10010039,%s\nが%2F仲間になった！,,pending
10010039,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010039,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010039,もしもし？\n%2F円堂くん？,,pending
10010039,dぐふふっ…　オレがほしいとは\nおまえ　ヘンなヤツだな。\n%1F気にいったから　%1F入ってやるよ。,,pending
10010039,(スカウトイベントの中でMobilephone,,pending
10010039,スカウトキャラ配置,,pending
10010040,%s\nが%2F仲間になった！,,pending
10010040,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010040,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010040,(スカウトイベントの中でMobilephone,,pending
10010040,もしもし？\n%2F円堂くん？,,pending
10010040,\………………………………………\n…オレがほしいんだろ？\n%1F早く　%1F引き%1F抜けよ！,,pending
10010040,スカウトキャラ配置,,pending
10010041,%s\nが%2F仲間になった！,,pending
10010041,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010041,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010041,(スカウトイベントの中でMobilephone,,pending
10010041,もしもし？\n%2F円堂くん？,,pending
10010041,\なかなか%1F来ないから\n%2F場所を%2F間違えたかと%1F思ったぜ。\nそれじゃあ　よろしくな！,,pending
10010041,スカウトキャラ配置,,pending
10010042,%s\nが%2F仲間になった！,,pending
10010042,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010042,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010042,もしもし？\n%2F円堂くん？,,pending
10010042,Hオレが%1F入るからには\n%1F負けは%1F許さないからな。\nわかったな？,,pending
10010042,(スカウトイベントの中でMobilephone,,pending
10010042,スカウトキャラ配置,,pending
10010043,%s\nが%2F仲間になった！,,pending
10010043,8%1F彼なら\n%3F野球場の%1F近くに\n%1F呼んでいるわ。,,pending
10010043,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010043,もしもし？\n%2F円堂くん？,,pending
10010043,Tオレを%1F引き%1F抜きに%1F来たんだろ？\nだったら　さっさと%1F引き%1F抜けよ。,,pending
10010043,(スカウトイベントの中でMobilephone,,pending
10010043,スカウトキャラ配置,,pending
10010044,%s\nが%2F仲間になった！,,pending
10010044,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,,pending
10010044,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010044,(スカウトイベントの中でMobilephone,,pending
10010044,もしもし？\n%2F円堂くん？,,pending
10010044,Xオレを%1F引き%1F抜くとは\nおまえ　%1F見る%1F目があるぜ。\nこれから　よろしくな。,,pending
10010044,スカウトキャラ配置,,pending
10010045,%s\nが%2F仲間になった！,,pending
10010045,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,,pending
10010045,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010045,もしもし？\n%2F円堂くん？,,pending
10010045,Xふんっ！\nオレが　%2F雷門に%1F入るとはな。\nまあ　いいだろう。　%1F入ってやるよ。,,pending
10010045,(スカウトイベントの中でMobilephone,,pending
10010045,スカウトキャラ配置,,pending
10010046,%s\nが%2F仲間になった！,,pending
10010046,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010046,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010046,もしもし？\n%2F円堂くん？,,pending
10010046,T%1F敵である　このオレを\n%1F引き%1F抜きたいなんて…\nとんでもない%1F悪だね。,,pending
10010046,Xでも　キミのことは　%1F気に%1F入ったよ。\nトクベツに　%2F雷門に%1F入ってあげるさ。,,pending
10010046,(スカウトイベントの中でMobilephone,,pending
10010046,スカウトキャラ配置,,pending
10010047,%s\nが%2F仲間になった！,,pending
10010047,8%1F彼なら\n%2F鉄塔の%1F近くに\n%1F呼んでいるわ。,,pending
10010047,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010047,(スカウトイベントの中でMobilephone,,pending
10010047,もしもし？\n%2F円堂くん？,,pending
10010047,Xせっかく　さそってくれたのを\n%1F断るのも%1F悪いしな。\n%2F雷門に%1F入ってやるよ。,,pending
10010047,スカウトキャラ配置,,pending
10010048,%s\nが%2F仲間になった！,,pending
10010048,D%2F彼女なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,,pending
10010048,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010048,もしもし？\n%2F円堂くん？,,pending
10010048,スカウトキャラ配置,,pending
10010048,<おにーちゃんたちのチームに\nはいってあげてもいいよ。,,pending
10010048,Dわたし　まこっていうの！\nこれからよろしくね　おにーちゃん☆,,pending
10010048,0ふーんだ！\nおにーちゃんの　いじわるっ！,,pending
10010048,(スカウトイベントの中でMobilephone,,pending
10010048,Dおにーちゃん！\nわたし　おにーちゃんたちのこと\nすきだから…,,pending
10010049,%s\nが%2F仲間になった！,,pending
10010049,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010049,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,,pending
10010049,(スカウトイベントの中でMobilephone,,pending
10010049,もしもし？\n%2F円堂くん？,,pending
10010049,`あんたたち　サッカーへただからな。\nこのボクが　あんたたちのチームに\nはいってあげるよ。,,pending
10010049,スカウトキャラ配置,,pending
10010050,%s\nが%2F仲間になった！,,pending
10010050,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,,pending
10010050,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010050,もしもし？\n%2F円堂くん？,,pending
10010050,<おにーちゃん！\nおにーちゃんたちには\nせわになったし…,,pending
10010050,<おにーちゃんたちのチームに\nはいってあげてもいいよ。,,pending
10010050,(スカウトイベントの中でMobilephone,,pending
10010050,スカウトキャラ配置,,pending
10010051,%s\nが%2F仲間になった！,,pending
10010051,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010051,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,,pending
10010051,(スカウトイベントの中でMobilephone,,pending
10010051,もしもし？\n%2F円堂くん？,,pending
10010051,hボクをひきぬきたいなんて\nおにーちゃんたち　かわってるね。\nでも　はいってほしいなら　はいるよ。,,pending
10010051,スカウトキャラ配置,,pending
10010052,%s\nが%2F仲間になった！,,pending
10010052,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,,pending
10010052,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010052,もしもし？\n%2F円堂くん？,,pending
10010052,`やっぱり　オレも\n%2F大会に%1F出てみたいんだよ。\nだから　オレを%2F雷門に%1F入れてくれ！,,pending
10010052,(スカウトイベントの中でMobilephone,,pending
10010052,スカウトキャラ配置,,pending
10010053,%s\nが%2F仲間になった！,,pending
10010053,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,,pending
10010053,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,,pending
10010053,もしもし？\n%2F円堂くん？,,pending
10010053,hもう　%2F言葉づかいに\n%1F気をつかうのは　つかれたぜ。\nそっちのサッカー%1F部に%1F入れてくれよ。,,pending
10010053,(スカウトイベントの中でMobilephone,,pending
10010053,スカウトキャラ配置,,pending
10010054,%s\nが%2F仲間になった！,,pending
10010054,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,,pending
10010054,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,,pending
10010054,もしもし？\n%2F円堂くん？,,pending
10010054,Lオレを%1F引き%1F抜いてくれてありがとう！\nこれから　よろしくたのむよ！,,pending
10010054,(スカウトイベントの中でMobilephone,,pending
10010054,スカウトキャラ配置,,pending
10010055,%s\nが%2F仲間になった！,,pending
10010055,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,,pending
10010055,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010055,もしもし？\n%2F円堂くん？,,pending
10010055,`もう　%3F同好会じゃなくて\nサッカー%1F部に%1F入りたいんだ。\nだから　オレを%1F入れてよ。,,pending
10010055,(スカウトイベントの中でMobilephone,,pending
10010055,スカウトキャラ配置,,pending
10010056,%s\nが%2F仲間になった！,,pending
10010056,D%2F彼女なら\n%3F商店街のレンガの%2F広場に\n%1F呼んでいるわ。,,pending
10010056,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,,pending
10010056,もしもし？\n%2F円堂くん？,,pending
10010056,Pあらっ　ボクたち　どうしたの？\nあいかわらず　かわいいわね。\nうふふ…。,,pending
10010056,`そんなボクたちに　サービスしちゃう！\nわたしが　ボクたちのチームに\n%1F入ってあげるわ。,,pending
10010056,どう？　うれしいでしょ？,,pending
