event_id,japones,es_final,estado
10010002,\%2F雷門には\n%2F美人マネージャーが　いるらしいな。\nしかたないから　%1F入ってやるよ。,Dicen que la gerente del Raimon es\nmuy guapa. Qué le vamos a hacer...\nMe uniré al equipo si quieres.,revisar
10010002,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010002,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010003,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010003,0%1F彼なら\n%2F駅前に　%1F呼んでいるわ。,Le he dicho que te espere\npor la estación.,oficial
10010003,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010003,`よう！　この%1F前は　%1F負けたぜ。\nせっかくさそわれたんだし\n%2F転校して%1F来てやるよ。,"El otro día jugasteis bien. Ya\nque te has tomado la molestia de\ninvitarme, me uniré a tu equipo.",revisar
10010003,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010003,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010004,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010004,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010004,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,¡Que sepas que no lo hago por ti!\nNo te pienses cosas que no son.,revisar
10010004,Xふん！　このオレが　おまえたちの\nサッカー%1F部に%1F入ってやるよ。\n%2F感謝しな！,¡Je! Os haré el favor de entrar\nen vuestro club. ¿A que soy como\nun regalo caído del cielo?,revisar
10010004,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010004,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010005,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,(スカウトイベントの中でMobilephone,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010005,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010005,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010005,T%2F雷門サッカー%1F部　%1F入りに%1F来た…\n%1F道にまよった…\n%2F案内しろ…。,"He venido a unirme al club de\nfútbol del Raimon, pero me he\nperdido. Enséñame el camino, anda.",revisar
10010005,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,auto-dup
10010005,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010006,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010006,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010006,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010006,Tあんたたち　なかなか%1F強かったな。\n%2F雷門に%2F転校したいのだが…\nいいか？,El otro día demostrasteis que sois\nbastante buenos. ¿Te parece bien\nsi me vengo a jugar al Raimon?,revisar
10010006,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010006,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010007,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010007,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,revisar
10010007,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",oficial
10010007,4もうわかっているよね？\nこれから　よろしく！,Te aseguro que no te defraudaré.\n¿Confías en mí?,revisar
10010007,D%1F彼なら\n%3F河川敷グラウンドの%2F道路に\n%1F呼んでいるわ。,Le he dicho que vaya a la\ncarretera que hay en el río.,auto-dup
10010007,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010008,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010008,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010008,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010008,Lまさか　こんなことになるとはな…。\nまあ　ちゃんと%2F入部してやるよ。,"Esto sí que no me lo esperaba,\npero... Venga, vale. Me uniré\na vuestro equipo.",revisar
10010008,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010008,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010009,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010009,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010009,Pわざわざ　%1F呼んであげたんだから\nちゃんと　%1F引き%1F抜いてくることね。,"Ya que me has hecho llamarle a\nposta, tienes que ficharle, ¿eh?",revisar
10010009,Lこのボクが%1F入りに%1F来てやったよ。\nさあ　%2F入部させてもらおうか。,"Quiero unirme a tu equipo.\nTe parece bien, ¿verdad?",revisar
10010009,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010009,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010010,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010010,8%1F彼なら\n%3F河川敷の%2F道路に\n%1F呼んでいるわ。,Te está esperando en la\ncarretera que hay cerca del\ncampo de fútbol del río.,revisar
10010010,8ぼやぼやしていると\nどこかへ%1F行ってしまうわよ。,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",revisar
10010010,Pもうオレたちが%1F戦う%2F理由はない。\nおまえの%2F勝利に　%2F協力しよう！,"Nosotros ya no tenemos nada por\nlo que luchar. Por eso, os ayudaré\na lograr vuestro propósito.",revisar
10010010,(スカウトイベントの中でMobilephone,"Como pierdas mucho el tiempo,\nse acabará yendo a otro sitio.",auto-dup
10010010,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010011,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,revisar
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,revisar
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,revisar
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,(スカウトイベントの中でMobilephone,"Fíchale rápido, antes de\nque se vaya a otra parte.",revisar
10010011,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,revisar
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?,oficial
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,revisar
10010011,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte.",oficial
10010011,d%2F雷門サッカー%1F部\nあんたたちの%2F実力はホンモノだった。\nいっしょにサッカーさせてくれ！,Me habéis demostrado vuestra\nvalía como equipo de fútbol.\n¡Dejad que me una a vosotros!,revisar
10010011,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.,auto-dup
10010011,スカウトキャラ配置,¡Apuntadme en el equipo!,auto-dup
10010012,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
10010012,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,Le he dicho que te espere por\nel campo de fútbol que hay en\nla entrada principal.,revisar
10010012,D%1F彼なら\n%3F正門前グラウンドの%1F近くに\n%1F呼んでいるわ。,Le he dicho que te espere por\nel campo de fútbol que hay en\nla entrada principal.,oficial
10010012,\べ　%1F別にあなたのために\nやっているわけじゃないのだから！\nかんちがいしないでよね！,Le he dicho que te espere por\nel campo de fútbol que hay en\nla entrada principal.,revisar
10010012,D%1F彼なら\n%3F正門前グラウンドの%1F近くに\n%1F呼んでいるわ。,Le he dicho que te espere por\nel campo de fútbol que hay en\nla entrada principal.,oficial
