event_id,japones,es_final,estado
21040000,=<--------------------パーティの情報--------------------,,pendiente
21040000,O<--------------------スカウトの情報--------------------,,pendiente
21040000,a$■dbg_%d章スタートデータ作成,,pendiente
21040000,�ぜんたい,,pendiente
21040000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21050000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21050000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21050000,■イベント開始■,Encount Effect,revisar
21050000,■イベント終了■,MapSetting : %8d,revisar
21050000,■ケータイ着信,NPCSet : %8d,revisar
21050000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21050000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21050000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21050000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21050000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21050000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21050000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21050000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21050000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21050000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21050000,ｾ■スカウト＞ケータイ,Random Encount,revisar
21050000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21050000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21050000,★次の章へ⇒⇒⇒%d★,,pendiente
21050000,■イベントカウント＝%d■,,pendiente
21050000,■ストーリーフラグ＝%d■,,pendiente
21050000,n■試合番号＝%d■,,pendiente
21050000,o■ゲームモード＝%d■,,pendiente
21050000,=<--------------------パーティの情報--------------------,,pendiente
21050000,O<--------------------スカウトの情報--------------------,,pendiente
21050000,a$■dbg_%d章スタートデータ作成,,pendiente
21050000,�ぜんたい,,pendiente
21050000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21060000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21060000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21060000,■イベント開始■,Encount Effect,revisar
21060000,■イベント終了■,MapSetting : %8d,revisar
21060000,■ケータイ着信,NPCSet : %8d,revisar
21060000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21060000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21060000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21060000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21060000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21060000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21060000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21060000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21060000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21060000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21060000,\■スカウト＞ケータイ,Random Encount,revisar
21060000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21060000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21060000,★次の章へ⇒⇒⇒%d★,,pendiente
21060000,■イベントカウント＝%d■,,pendiente
21060000,■ストーリーフラグ＝%d■,,pendiente
21060000,n■試合番号＝%d■,,pendiente
21060000,o■ゲームモード＝%d■,,pendiente
21060000,=<--------------------パーティの情報--------------------,,pendiente
21060000,O<--------------------スカウトの情報--------------------,,pendiente
21060000,a$■dbg_%d章スタートデータ作成,,pendiente
21060000,�ぜんたい,,pendiente
21060000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21070000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21070000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21070000,■イベント開始■,Encount Effect,revisar
21070000,■イベント終了■,MapSetting : %8d,revisar
21070000,■ケータイ着信,NPCSet : %8d,revisar
21070000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21070000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21070000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21070000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21070000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21070000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21070000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21070000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21070000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21070000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21070000,ﾕ■スカウト＞ケータイ,Random Encount,revisar
21070000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21070000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21070000,★次の章へ⇒⇒⇒%d★,,pendiente
21070000,■イベントカウント＝%d■,,pendiente
21070000,■ストーリーフラグ＝%d■,,pendiente
21070000,n■試合番号＝%d■,,pendiente
21070000,o■ゲームモード＝%d■,,pendiente
21070000,=<--------------------パーティの情報--------------------,,pendiente
21070000,O<--------------------スカウトの情報--------------------,,pendiente
21070000,a$■dbg_%d章スタートデータ作成,,pendiente
21070000,�ぜんたい,,pendiente
21070000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21080000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21080000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21080000,■イベント開始■,Encount Effect,revisar
21080000,■イベント終了■,MapSetting : %8d,revisar
21080000,■ケータイ着信,NPCSet : %8d,revisar
21080000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21080000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21080000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21080000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21080000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21080000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21080000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21080000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21080000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21080000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21080000,T■スカウト＞ケータイ,Random Encount,revisar
21080000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21080000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21080000,★次の章へ⇒⇒⇒%d★,,pendiente
21080000,■イベントカウント＝%d■,,pendiente
21080000,■ストーリーフラグ＝%d■,,pendiente
21080000,n■試合番号＝%d■,,pendiente
21080000,o■ゲームモード＝%d■,,pendiente
21080000,=<--------------------パーティの情報--------------------,,pendiente
21080000,O<--------------------スカウトの情報--------------------,,pendiente
21080000,a$■dbg_%d章スタートデータ作成,,pendiente
21080000,�ぜんたい,,pendiente
21080000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21090000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21090000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21090000,■イベント開始■,Encount Effect,revisar
21090000,■イベント終了■,MapSetting : %8d,revisar
21090000,■ケータイ着信,NPCSet : %8d,revisar
21090000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21090000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21090000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21090000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21090000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21090000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21090000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21090000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21090000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21090000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21090000,�■スカウト＞ケータイ,Random Encount,revisar
21090000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21090000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21090000,★次の章へ⇒⇒⇒%d★,,pendiente
21090000,■イベントカウント＝%d■,,pendiente
21090000,■ストーリーフラグ＝%d■,,pendiente
21090000,n■試合番号＝%d■,,pendiente
21090000,o■ゲームモード＝%d■,,pendiente
21090000,=<--------------------パーティの情報--------------------,,pendiente
21090000,O<--------------------スカウトの情報--------------------,,pendiente
21090000,a$■dbg_%d章スタートデータ作成,,pendiente
21090000,�ぜんたい,,pendiente
21090000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21100000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21100000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21100000,■イベント開始■,Encount Effect,revisar
21100000,■イベント終了■,MapSetting : %8d,revisar
21100000,■ケータイ着信,NPCSet : %8d,revisar
21100000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21100000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21100000,C<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21100000,R<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21100000,■dbg_地図開示,NpcTalkFile : %8d,revisar
21100000,�■キャラバン瞳子配置,ShopFile : %8d,revisar
21100000,､■キャラバン火来配置,RecoverFile : %8d,revisar
21100000,ｮ■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21100000,ﾄどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21100000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21100000,�■スカウト＞ケータイ,Random Encount,revisar
21100000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21100000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21100000,★次の章へ⇒⇒⇒%d★,,pendiente
21100000,■イベントカウント＝%d■,,pendiente
21100000,■ストーリーフラグ＝%d■,,pendiente
21100000,n■試合番号＝%d■,,pendiente
21100000,o■ゲームモード＝%d■,,pendiente
21100000,=<--------------------パーティの情報--------------------,,pendiente
21100000,O<--------------------スカウトの情報--------------------,,pendiente
21100000,a$■dbg_%d章スタートデータ作成,,pendiente
21100000,�ぜんたい,,pendiente
21100000,"�,このトビラのカギをもってないようだ。",FuncTextFile : %8d,auto-dup
21110000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21110000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21110000,■イベント開始■,Encount Effect,revisar
21110000,■イベント終了■,MapSetting : %8d,revisar
21110000,■ケータイ着信,NPCSet : %8d,revisar
21110000,P■ケータイアイコン表示,¿Adónde quieres ir?,revisar
21110000,Y■ケータイ発信,¿Ir al mapa principal?,revisar
21110000,�<--------------------チーム　の情報--------------------,sErr MapJumpFunc.XLS XL=226,revisar
21110000,�<--------------------その他　の情報--------------------,Esta puerta parece estar cerrada.,revisar
21110000,ｸ■dbg_地図開示,NpcTalkFile : %8d,revisar
21110000,=■キャラバン瞳子配置,ShopFile : %8d,revisar
21110000,J■キャラバン火来配置,RecoverFile : %8d,revisar
21110000,T■キャラバン古株配置,TokkunSiteFile : %8d,revisar
21110000,jどこへ%1F行きますか？,SysFuncPointFile : %8d,revisar
21110000,�(%2F全体マップに　%2F移動しますか？,FuncTextFile : %8d,revisar
21110000,R■スカウト＞ケータイ,Random Encount,revisar
21110000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21110000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21110000,★次の章へ⇒⇒⇒%d★,,pendiente
21110000,■イベントカウント＝%d■,,pendiente
21110000,■ストーリーフラグ＝%d■,,pendiente
21110000,n■試合番号＝%d■,,pendiente
21110000,o■ゲームモード＝%d■,,pendiente
21110000,�<--------------------パーティの情報--------------------,,pendiente
21110000,�<--------------------スカウトの情報--------------------,,pendiente
21110000,$■dbg_%d章スタートデータ作成,,pendiente
21110000,�ぜんたい,,pendiente
21110000,"0,このトビラのカギをもってないようだ。",,pendiente
21110000,"E,このトビラのカギをもってないようだ。",,pendiente
21500000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
21500000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
21500000,■イベント終了■,Encount Effect,revisar
21500000,■ケータイ着信,MapSetting : %8d,revisar
21500000,Y■ケータイ発信,NPCSet : %8d,revisar
21500000,@Xこれがエイリアの%2F特訓…。　\nなんか　すっげえ\nパワーアップした%1F気がするぞ！,Entrenar al estilo Alius ha supuesto una\ngran diferencia. ¡Menudo rendimiento!\n¡Estoy flipando!,revisar
21500000,BLああ　ここできたえれば\nイプシロンだって\n%1F越えられるかもしれない。,"Presiento que, si entrenamos aquí, seremos\ncapaces incluso de superar al Ípsilon.",revisar
21500000,D@そうね…。\nひとまずは　ここで\n%2F特訓をつづけましょう。,"Es posible... Pero, por el momento, hay\nque mantener los pies en la tierra y\ndedicarse a entrenar.",revisar
21500000,FDわたしは　%1F少し%1F用があるので\nキャラバンに%1F戻ります。,"Yo tengo que ocuparme de unos asuntos, \nasí que me vuelvo al autobús.",revisar
21500000,\\マネージャーのみんなは\nここにエイリアの%2F秘密が%1F無いか\n%1F調べてもらえるかしら。,"Chicas, ¿os importa daros una vuelta por\naquí a ver si encontráis alguna pista\nsobre la Academia Alius?",revisar
21500000,^%2F了解しました！,"¡Por supuesto, entrenadora!",revisar
21500000,aXがんばって　みんな。\n%2F特訓を%1F終わりにしたかったら\nわたしに%1F声をかけてね。,"¡Buena suerte en el entrenamiento! Cuando\nconsideréis que ya habéis entrenado lo\nsuficiente, venid a hablar conmigo.",revisar
21500000,c4ビックリハウスの%1F外で\n%1F待っているからね。,Os estaré esperando fuera de\nla Casa del Terror.,revisar
21500000,"�,特訓が終わったら　木野に報告しよう！",¡Habla con Silvia cuando hayas acabado!,revisar
21500000,ｾ8%1F先ヘ　ススミタイナラ\nワタシニ　%1F勝ッテミロ！,¡BZZZ!\nUNIDAD DE COMBATE ACTIVADA.\nINICIANDO MODO hDERROTARh.,revisar
21500000,�8オマエタチノ　%1F勝チダ！\n%1F先ニ　ススムガイイ。,¡BZZZ!\nUNIDAD DE COMBATE DERROTADA.\nACCESO PERMITIDO.,revisar
21500000,�(どこかで%1F扉が%1F開いたようだ。,Se oye cómo se abre una puerta.,revisar
21500000,�<オマエタチノ　%1F負ケダ。\nデナオシテ　マタ%1F来イ。,¡BZZZ!\nADVERSARIO DERROTADO.\nACCESO DENEGADO. EXPULSAR.,revisar
21500000,O<ワタシガ　%2F最後ノ%2F試練ダ。\nサア　%1F勝テルカナ？,INICIANDO PRUEBA FINAL.,revisar
21500000,{<ヨクヤッタ！\nコレデ　オマエタチハ\n%1F強クナッタゾ。,¡BZZZ! ENHORABUENA.\nLA MEJORA DEL EQUIPO SE HA\nREALIZADO CORRECTAMENTE.,revisar
21500000,�4オシカッタナ。\nイツデモ　%2F挑戦マッテルゾ。,¡BZZZ!\nFALLO AL REALIZAR LA MEJORA\nDEL EQUIPO. REINTENTAR.,revisar
21500000,ｲ@オカエリナサイ。\nコチラガ　%2F今回ノ%2F結果　ニナリマス。,¡BZZZ!\nBIENVENIDOS DE NUEVO. RESULTADOS\nDEL ENTRENAMIENTO A CONTINUACIN.,revisar
21500000,ｻ@ザンネン　デシタネ！！\n%1F次ハ　クリア　シテクダサイ！,¡BZZZ!\nFALLO AL COMPLETAR EL CIRCUITO.\nMS SUERTE LA PRXIMA VEZ.,revisar
21500000,$■初回ミニマップ読み込みなし,Encount Effect,auto-dup
21500000,■初回BGM読み込みなし,¿Adónde quieres ir?,auto-dup
21500000,■イベント開始■,¿Ir al mapa principal?,auto-dup
21500000,★次の章へ⇒⇒⇒%d★,,pendiente
21500000,■イベントカウント＝%d■,,pendiente
21500000,■ストーリーフラグ＝%d■,,pendiente
21500000,P■ケータイアイコン表示,¿Adónde quieres ir?,auto-dup
21500000,n■試合番号＝%d■,,pendiente
21500000,o■ゲームモード＝%d■,,pendiente
21500000,�■キャラバン瞳子配置,ShopFile : %8d,auto-dup
21500000,�■キャラバン火来配置,¡Menos mal que no te ha pasado nada!,auto-dup
21500000,■キャラバン古株配置,NPCSet : %8d,auto-dup
21500000,@とっくん,,pendiente
21500000,Dとっくん,,pendiente
21500000,Fすこ,,pendiente
21500000,Fよう,,pendiente
21500000,Fもど,,pendiente
21500000,\ひみつ,,pendiente
21500000,\しら,,pendiente
21500000,^りょうかい,,pendiente
21500000,aとっくん,,pendiente
21500000,aこえ,,pendiente
21500000,cそと,,pendiente
21500000,ｾさき,,pendiente
21500000,Oさいご,,pendiente
21500000,Oしれん,,pendiente
21500000,{つよ,,pendiente
21500000,�ちょうせん,,pendiente
21500000,ｲこんかい,,pendiente
21500000,ｲけっか,,pendiente
21500000,ｻつぎ,,pendiente
22010100,■キャラバン火来配置,MapSetting : %8d,revisar
22010100,■キャラバン古株配置,NPCSet : %8d,revisar
22010100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!,revisar
22010100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s,revisar
22010100,■イベント終了■,Encount Effect,revisar
22010100,�■ケータイアイコン表示,"¡Mark, despierta, dormilón!",revisar
22010100,� %1F守〜！　%1F起きなさい。,"Empiezan los entrenamientos. No querrás\nllegar tarde el primer día, ¿no?",revisar
22010100,�4%2F今日からまた%2F練習　%1F始まるんでしょー！,"Mark, por última vez: ¡levántate ya!",revisar
22010100,ｷ4ほらほら！\nいつまでも%1F寝てるんじゃないの！,¡Venga! No me seas vago. No puedes\nquedarte ahí todo el día.,revisar
22010100,ｽ なんだよ　%1F母ちゃん…。,"¡Déjame en paz, mamá!",revisar
22010100,ｽかあ,"¡¿Cómo que te deje?! ¡No me hables en ese\ntono! Claro, te habrás pasado media noche sin\ndormir pensando en entrenar y ahora...",revisar
22010100,ﾀ`なんだよじゃないわよ！\n%2F今日から%2F練習だってさわいで\nなかなか%1F寝ないからでしょう！,"¡Ya está bien! ¡Que no tenga que repetírtelo,\nmozo! ¡Te quiero abajo en cinco minutos!\n¡Se te va a enfriar el desayuno!",revisar
22010100,ﾃ\さあ！\n%1F早く%1F着がえて%1F下りて%1F来なさい！\n%1F朝ごはんなら　できてるからね！,"Vale, vale... ¡Ya voy!\n¡Mmmm! Los entrenamientos\nempiezan hoy...",revisar
22010100,ﾒれんしゅう,Un momento...,revisar
22010100,ﾛ うあーっ！！　そうだった！,¡CLARO! ¡LOS ENTRENAMIENTOS\nEMPIEZAN HOY!,revisar
22010100,ﾞ(%2F今日からひさびさの%2F練習だっ！,¡Qué ganas tenía de que llegara este día!,revisar
22010100,� こうしちゃ　いられないや！,¡No hay tiempo que perder!,revisar
22010100,%1F母ちゃん　おかわりー！,"¡am, ñam! ¡Mamá, échame más, por favor!",revisar
22010100,Pそれでさ〜\n%2F昨日じいちゃんが%1F夢の%1F中に\n%1F出てきて%1F言ったんだ！,¡Ah! ¿Te he contado que esta noche he\nsoñado con el abuelo? ¡Me estaba \ndando consejos!,revisar
22010100,`「%1F守！\n　どんな%1F時でも　あきらめるな！\n　%2F努力すれば　かなわない%1F夢はない！」,"hNo te rindas nunca, Mark, por muy mal que\nvayan las cosas; el que la sigue,\nla consigue.h",revisar
22010100,"""8「そして\n　%1F勝てない%2F試合もない！」ってさ！","hY recuerda: si te esfuerzas al máximo, ¡no\nhabrá partido que se te resista!h",revisar
22010100,%(さすがだよな〜！\nじいちゃんは！,¿A que suena a algo que él diría?,revisar
22010100,+X%4F全国大会%2F優勝チームのキャプテンが\n%2F朝練に%2F遅刻じゃ　かっこ%1F悪いわよ！,"¡Date prisa, Mark! ¡Menos palique!\n¡Mira qué hora es!",revisar
22010100,+あされん,"A tus amigos no les gustará que el capitán\nque les llevó a la victoria en el torneo\nllegue tarde al entrenamiento, ¿no?",revisar
22010100,FXわわ　ホントだ！\n%1F早く%2F準備して　%3F河川敷の\nグラウンドに%1F行かなくちゃ！,¡Qué tarde es! ¡Tengo que coger todas mis\ncosas e irme al campo del río pitando!,revisar
22010100,"J,じゃあ%1F母ちゃん　%1F行って%1F来る！","¡Ya está, mamá! ¡Me voy!",revisar
22010100,M じいちゃん オレやるぞ！,"¡Vas a estar orgulloso de mí, abuelo!",revisar
